        27   26.98153844(14)    100         
        28   27.98191018(15)                
        29   28.9804448(13)                 
        30   29.982960(15)                  
        31   30.983946(22)                  
        32   31.988120(90)                  
        33   32.990870(70)                  
        34   33.99693(10)                   
        35   34.99994(15)                   
        36   36.00635(29)                   
        37   37.01031(58)                   
        38   38.01690(60)#                  
        39   39.02190(64)#                  
_________________________________________________________________________
14  Si  22   22.03453(22)#                    28.0855(3)       r
        23   23.02552(21)#                  
        24   24.011546(21)                  
        25   25.004107(11)                  
        26   25.992330(3)                   
        27   26.98670476(17)                
        28   27.9769265327(20)  92.2297(7)  
        29   28.97649472(3)     4.6832(5)   
        30   29.97377022(5)     3.0872(5)   
        31   30.97536327(7)                 
        32   31.9741481(23)                 
        33   32.978001(17)                  
        34   33.978576(15)                  
        35   34.984580(40)                  
        36   35.98669(11)                   
        37   36.99300(13)                   
        38   37.99598(29)                   
        39   39.00230(43)#                  
        40   40.00580(54)#                  
        41   41.01270(64)#                  
        42   42.01610(75)#                  
_________________________________________________________________________
15  P   24   24.03435(54)#                    30.973761(2)      
        25   25.02026(21)#                  
        26   26.01178(21)#                  
        27   26.999190(40)                  
        28   27.992312(4)                   
        29   28.9818014(8)                  
        30   29.9783138(4)                  
        31   30.97376151(20)    100         
        32   31.97390716(20)                
        33   32.9717253(12)                 
        34   33.973636(5)                   
        35   34.9733142(20)                 
        36   35.978260(14)                  
        37   36.979610(40)                  
        38   37.98447(15)                   
        39   38.98642(16)                   
        40   39.99105(21)                   
        41   40.99480(50)                   
        42   42.00009(54)#                  
        43   43.00331(54)#                  
        44   44.00988(75)#                  
        45   45.01514(86)#                  
        46   46.02383(97)#                  
_________________________________________________________________________
16  S   26   26.02788(32)#                    32.065(5)        g,r
        27   27.01880(22)#                  
        28   28.00437(17)                   
        29   28.996610(50)                  
        30   29.984903(3)                   
        31   30.9795544(16)                 
        32   31.97207069(12)    94.93(31)   
        33   32.97145850(12)    0.76(2)     
        34   33.96786683(11)    4.29(28)    
        35   34.96903214(10)                
        36   35.96708088(25)    0.02(1)     
        37   36.97112572(27)                
        38   37.971163(8)                   
        39   38.975140(50)                  
        40   39.97547(25)                   
        41   40.98003(23)                   
        42   41.98149(35)                   
        43   42.98660(90)                   
        44   43.98832(54)#                  
        45   44.99482(64)#                  
        46   45.99957(75)#                  
        47   47.00762(86)#                  
        48   48.01299(97)#                  
        49   49.02201(107)#                 
_________________________________________________________________________
17  Cl  28   28.02851(54)#                    35.453(2)        m
        29   29.01411(21)#                  
        30   30.00477(21)#                  
        31   30.992420(50)                  
        32   31.985689(7)                   
        33   32.9774518(6)                  
        34   33.97376197(13)                
        35   34.96885271(4)     75.78(4)    
        36   35.96830695(8)                 
        37   36.96590260(5)     24.22(4)    
        38   37.96801055(12)                
        39   38.9680077(19)                 
        40   39.970420(30)                  
        41   40.970650(70)                  
        42   41.97317(12)                   
        43   42.97420(17)                   
        44   43.97854(24)                   
        45   44.97970(70)                   
        46   45.98412(54)#                  
        47   46.98795(64)#                  
        48   47.99485(75)#                  
        49   48.99989(86)#                  
        50   50.00773(97)#                  
        51   51.01353(107)#                 
_________________________________________________________________________
18  Ar  30   30.02156(32)#                    39.948(1)        g,r,a
        31   31.01213(22)#                  
        32   31.997660(50)                  
        33   32.989930(30)                  
        34   33.980270(3)                   
        35   34.9752567(8)                  
        36   35.96754628(27)    0.3365(30)  
        37   36.9667759(3)                  
        38   37.9627322(5)      0.0632(5)   
        39   38.964313(5)                   
        40   39.962383123(3)    99.6003(30) 
        41   40.9645008(7)                  
        42   41.963050(40)                  
        43   42.965670(80)                  
        44   43.965365(22)                  
        45   44.968090(60)                  
        46   45.968090(40)                  
        47   46.97219(11)                   
        48   47.97507(32)#                  
        49   48.98218(54)#                  
        50   49.98594(75)#                  
        51   50.99324(75)#                  
        52   51.99817(97)#                  
        53   53.00623(107)#                 
_________________________________________________________________________
19  K   32   32.02192(54)#                    39.0983(1)        
        33   33.00726(21)#                  
        34   33.99841(32)#                  
        35   34.988012(21)                  
        36   35.981293(8)                   
        37   36.97337691(29)                
        38   37.9690801(8)                  
        39   38.9637069(3)      93.2581(44) 
        40   39.96399867(29)    0.0117(1)   
        41   40.96182597(28)    6.7302(44)  
        42   41.9624031(3)                  
        43   42.960716(10)                  
        44   43.961560(40)                  
        45   44.960700(11)                  
        46   45.961976(17)                  
        47   46.961678(9)                   
        48   47.965513(26)                  
        49   48.967450(80)                  
        50   49.97278(30)                   
        51   50.97638(54)#                  
        52   51.98261(75)#                  
        53   52.98712(75)#                  
        54   53.99399(97)#                  
        55   54.99939(107)#                 
_________________________________________________________________________
20  Ca  34   34.01412(32)#                    40.078(4)        g,r,f
        35   35.004770(70)#                 
        36   35.993090(40)                  
        37   36.985872(24)                  
        38   37.976319(5)                   
        39   38.9707177(19)                 
        40   39.9625912(3)      96.941(156) 
        41   40.9622783(4)                  
        42   41.9586183(4)      0.647(23)   
        43   42.9587668(5)      0.135(10)   
        44   43.9554811(9)      2.086(110)  
        45   44.9561859(10)                 
        46   45.9536928(25)     0.004(3)    
        47   46.9545465(25)                 
        48   47.952534(4)       0.187(21)   
        49   48.955673(4)                   
        50   49.957518(10)                  
        51   50.96147(10)                   
        52   51.96510(50)                   
        53   52.97005(54)#                  
        54   53.97468(75)#                  
        55   54.98055(75)#                  
        56   55.98579(97)#                  
        57   56.99236(107)#                 
_________________________________________________________________________
21  Sc  36   36.01492(54)#                    44.955910(8)      
        37   37.00305(32)#                  
        38   37.99470(32)#                  
        39   38.984790(26)                  
        40   39.977964(4)                   
        41   40.9692513(3)                  
        42   41.9655168(4)                  
        43   42.9611510(20)                 
        44   43.9594030(19)                 
        45   44.9559102(12)     100         
        46   45.9551703(12)                 
        47   46.9524080(22)                 
        48   47.952235(6)                   
        49   48.950024(4)                   
        50   49.952187(17)                  
        51   50.953603(22)                  
        52   51.95665(25)                   
        53   52.95924(32)#                  
        54   53.96300(50)                   
        55   54.96743(110)#                 
        56   55.97266(75)#                  
        57   56.97704(75)#                  
        58   57.98307(86)#                  
        59   58.98804(97)#                  
_________________________________________________________________________
22  Ti  38   38.00977(27)#                    47.867(1)         
        39   39.00132(11)#                  
        40   39.99050(17)                   
        41   40.983130(40)#                 
        42   41.973032(6)                   
        43   42.968523(7)                   
        44   43.9596902(8)                  
        45   44.9581243(13)                 
        46   45.9526295(12)     8.25(3)     
        47   46.9517638(10)     7.44(2)     
        48   47.9479471(10)     73.72(3)    
        49   48.9478708(10)     5.41(2)     
        50   49.9447921(11)     5.18(2)     
        51   50.9466160(14)                 
        52   51.946898(8)                   
        53   52.94973(11)                   
        54   53.95087(25)                   
        55   54.95512(26)                   
        56   55.95799(30)                   
        57   56.96290(100)#                 
        58   57.96611(75)#                  
        59   58.97196(75)#                  
        60   59.97564(86)#                  
        61   60.98202(97)#                  
_________________________________________________________________________
23  V   40   40.01109(54)#                    50.9415(1)        
        41   40.99974(27)#                  
        42   41.99123(21)#                  
        43   42.98065(25)#                  
        44   43.974400(90)#                 
        45   44.965782(18)                  
        46   45.9601995(16)                 
        47   46.9549069(12)                 
        48   47.9522545(28)                 
        49   48.9485169(14)                 
        50   49.9471628(14)     0.250(4)    
        51   50.9439637(14)     99.750(4)   
        52   51.9447797(14)                 
        53   52.944343(4)                   
        54   53.946444(16)                  
        55   54.94724(11)                   
        56   55.95036(26)                   
        57   56.95236(27)                   
        58   57.95665(28)                   
        59   58.95930(35)                   
        60   59.96450(60)                   
        61   60.96741(75)#                  
        62   61.97314(75)#                  
        63   62.97675(97)#                  
_________________________________________________________________________
24  Cr  42   42.00643(32)#                    51.9961(6)        
        43   42.997710(90)#                 
        44   43.98547(14)#                  
        45   44.97916(11)#                  
        46   45.968362(22)                  
        47   46.962907(15)                  
        48   47.954036(8)                   
        49   48.9513411(28)                 
        50   49.9460496(14)     4.345(13)   
        51   50.9447718(14)                 
        52   51.9405119(15)     83.789(18)  
        53   52.9406538(15)     9.501(17)   
        54   53.9388849(15)     2.365(7)    
        55   54.9408442(16)                 
        56   55.940645(10)                  
        57   56.94375(10)                   
        58   57.94425(26)                   
        59   58.94863(27)                   
        60   59.94973(28)                   
        61   60.95409(30)                   
        62   61.95580(40)                   
        63   62.96186(75)#                  
        64   63.96420(75)#                  
        65   64.97037(97)#                  
_________________________________________________________________________
25  Mn  44   44.00687(54)#                    54.938049(9)      
        45   44.99451(32)#                  
        46   45.98672(12)#                  
        47   46.97610(17)#                  
        48   47.968870(80)#                 
        49   48.959623(26)                  
        50   49.9542440(15)                 
        51   50.9482155(14)                 
        52   51.9455701(25)                 
        53   52.9412947(15)                 
        54   53.9403632(18)                 
        55   54.9380496(14)     100         
        56   55.9389094(15)                 
        57   56.938287(4)                   
        58   57.939990(30)                  
        59   58.940450(30)                  
        60   59.94319(29)                   
        61   60.94446(28)                   
        62   61.94797(28)                   
        63   62.94981(30)                   
        64   63.95373(35)                   
        65   64.95610(60)                   
        66   65.96082(75)#                  
        67   66.96382(86)#                  
_________________________________________________________________________
26  Fe  45   45.01456(43)#                    55.845(2)         
        46   46.00081(38)#                  
        47   46.99289(28)#                  
        48   47.98056(11)#                  
        49   48.97361(17)#                  
        50   49.962990(60)                  
        51   50.956825(16)                  
        52   51.948117(11)                  
        53   52.9453123(23)                 
        54   53.9396148(14)     5.845(35)   
        55   54.9382980(14)                 
        56   55.9349421(15)     91.754(36)  
        57   56.9353987(15)     2.119(10)   
        58   57.9332805(15)     0.282(4)    
        59   58.9348805(15)                 
        60   59.934077(4)                   
        61   60.936749(22)                  
        62   61.936770(16)                  
        63   62.94012(20)                   
        64   63.94087(30)                   
        65   64.94494(30)                   
        66   65.94598(35)                   
        67   66.95000(50)                   
        68   67.95251(75)#                  
        69   68.95770(86)#                  
_________________________________________________________________________
27  Co  48   48.00176(43)#                    58.933200(9)      
        49   48.98972(28)#                  
        50   49.98154(18)#                  
        51   50.97072(16)#                  
        52   51.963590(70)#                 
        53   52.954225(19)                  
        54   53.9484641(14)                 
        55   54.9420031(15)                 
        56   55.9398439(26)                 
        57   56.9362962(15)                 
        58   57.9357576(19)                 
        59   58.9332002(15)     100         
        60   59.9338222(15)                 
        61   60.9324794(17)                 
        62   61.934054(22)                  
        63   62.933615(22)                  
        64   63.935814(22)                  
        65   64.936485(14)                  
        66   65.93983(29)                   
        67   66.94061(30)                   
        68   67.94436(35)                   
        69   68.94520(40)                   
        70   69.94981(75)#                  
        71   70.95173(86)#                  
        72   71.95641(86)#                  
_________________________________________________________________________
28  Ni  50   49.99593(28)#                    58.6934(2)        
        51   50.98772(28)#                  
        52   51.975680(90)#                 
        53   52.96846(17)#                  
        54   53.957910(50)                  
        55   54.951336(12)                  
        56   55.942136(12)                  
        57   56.939800(3)                   
        58   57.9353479(15)     68.0769(89) 
        59   58.9343516(15)                 
        60   59.9307906(15)     26.2231(77) 
        61   60.9310604(15)     1.1399(6)   
        62   61.9283488(15)     3.6345(17)  
        63   62.9296729(15)                 
        64   63.9279696(16)     0.9256(9)   
        65   64.9300880(16)                 
        66   65.929115(17)                  
        67   66.931570(20)                  
        68   67.931845(18)                  
        69   68.93518(15)                   
        70   69.93614(35)                   
        71   70.94000(40)                   
        72   71.94130(50)                   
        73   72.94608(64)#                  
        74   73.94791(75)#                  
        75   74.95297(86)#                  
        76   75.95533(97)#                  
        77   76.96083(107)#                 
        78   77.96380(118)#                 
_________________________________________________________________________
29  Cu  52   51.99718(28)#                    63.546(3)        r
        53   52.98555(28)#                  
        54   53.97671(23)#                  
        55   54.96605(32)#                  
        56   55.95856(15)#                  
        57   56.949216(17)                  
        58   57.9445407(27)                 
        59   58.9395041(18)                 
        60   59.9373681(27)                 
        61   60.9334622(19)                 
        62   61.932587(4)                   
        63   62.9296011(15)     69.17(3)    
        64   63.9297679(15)                 
        65   64.9277937(19)     30.83(3)    
        66   65.9288730(19)                 
        67   66.927750(9)                   
        68   67.929640(50)                  
        69   68.929425(9)                   
        70   69.932409(16)                  
        71   70.932620(40)                  
        72   71.93552(21)#                  
        73   72.93649(32)#                  
        74   73.94020(43)#                  
        75   74.94170(54)#                  
        76   75.94599(64)#                  
        77   76.94795(75)#                  
        78   77.95281(86)#                  
        79   78.95528(97)#                  
        80   79.96189(97)#                  
_________________________________________________________________________
30  Zn  54   53.99295(43)#                    65.409(4)         
        55   54.98398(27)#                  
        56   55.97238(28)#                  
        57   56.96491(15)#                  
        58   57.954600(50)                  
        59   58.949270(40)                  
        60   59.941832(11)                  
        61   60.939514(18)                  
        62   61.934334(11)                  
        63   62.9332156(23)                 
        64   63.9291466(18)     48.63(60)   
        65   64.9292451(18)                 
        66   65.9260368(16)     27.90(27)   
        67   66.9271309(17)     4.10(13)    
        68   67.9248476(17)     18.75(51)   
        69   68.9265535(18)                 
        70   69.925325(4)       0.62(3)     
        71   70.927727(11)                  
        72   71.926861(7)                   
        73   72.929780(40)                  
        74   73.929460(50)                  
        75   74.932940(80)                  
        76   75.93339(13)                   
        77   76.93709(14)                   
        78   77.93857(17)                   
        79   78.94268(29)#                  
        80   79.94441(18)                   
        81   80.95048(43)#                  
        82   81.95484(43)#                  
_________________________________________________________________________
31  Ga  56   55.99491(28)#                    69.723(1)        m
        57   56.98293(28)#                  
        58   57.97425(23)#                  
        59   58.96337(18)#                  
        60   59.95706(12)#                  
        61   60.94917(21)#                  
        62   61.944180(30)                  
        63   62.93914(11)                   
        64   63.936838(4)                   
        65   64.9327393(19)                 
        66   65.931592(4)                   
        67   66.9282049(19)                 
        68   67.9279835(22)                 
        69   68.925581(3)       60.108(9)   
        70   69.926028(3)                   
        71   70.9247050(19)     39.892(9)   
        72   71.9263694(22)                 
        73   72.925170(7)                   
        74   73.926940(80)                  
        75   74.926501(7)                   
        76   75.92893(10)                   
        77   76.929280(60)                  
        78   77.931660(90)                  
        79   78.93292(13)                   
        80   79.93659(13)                   
        81   80.93775(21)                   
        82   81.94316(32)#                  
        83   82.94687(54)#                  
        84   83.95234(64)#                  
_________________________________________________________________________
32  Ge  58   57.99101(34)#                    72.64(1)         h
        59   58.98175(30)#                  
        60   59.97019(25)#                  
        61   60.96379(32)#                  
        62   61.95465(15)#                  
        63   62.94964(21)#                  
        64   63.94157(27)                   
        65   64.93944(11)                   
        66   65.933850(30)                  
        67   66.932738(5)                   
        68   67.928097(7)                   
        69   68.927972(3)                   
        70   69.9242504(19)     20.84(87)   
        71   70.9249540(19)                 
        72   71.9220762(16)     27.54(34)   
        73   72.9234594(16)     7.73(5)     
        74   73.9211782(16)     36.28(73)   
        75   74.9228595(16)                 
        76   75.9214027(16)     7.61(38)    
        77   76.9235485(20)                 
        78   77.922853(4)                   
        79   78.92540(10)                   
        80   79.925445(25)                  
        81   80.92882(13)                   
        82   81.92955(26)                   
        83   82.93451(32)#                  
        84   83.93731(43)#                  
        85   84.94269(54)#                  
        86   85.94627(64)#                  
_________________________________________________________________________
33  As  60   59.99313(64)#                    74.92160(2)       
        61   60.98062(64)#                  
        62   61.97320(32)#                  
        63   62.96369(54)#                  
        64   63.95757(38)#                  
        65   64.94948(42)#                  
        66   65.94437(22)#                  
        67   66.93919(11)                   
        68   67.93679(11)                   
        69   68.932280(30)                  
        70   69.930930(50)                  
        71   70.927115(5)                   
        72   71.926753(5)                   
        73   72.923825(4)                   
        74   73.9239291(24)                 
        75   74.9215964(18)     100         
        76   75.9223939(18)                 
        77   76.9206477(23)                 
        78   77.921829(11)                  
        79   78.920948(6)                   
        80   79.922578(23)                  
        81   80.922133(6)                   
        82   81.92450(21)                   
        83   82.92498(24)                   
        84   83.92906(32)#                  
        85   84.93181(32)#                  
        86   85.93623(43)#                  
        87   86.93958(54)#                  
        88   87.94456(64)#                  
        89   88.94923(64)#                  
_________________________________________________________________________
34  Se  65   64.96466(64)#                    78.96(3)         r
        66   65.95521(32)#                  
        67   66.95009(21)#                  
        68   67.94187(32)#                  
        69   68.939560(40)                  
        70   69.93350(22)#                  
        71   70.93227(22)#                  
        72   71.927112(13)                  
        73   72.926767(12)                  
        74   73.9224766(16)     0.89(4)     
        75   74.9225236(16)                 
        76   75.9192141(16)     9.37(29)    
        77   76.9199146(16)     7.63(16)    
        78   77.9173095(16)     23.77(28)   
        79   78.9184998(16)                 
        80   79.9165218(20)     49.61(41)   
        81   80.9179929(21)                 
        82   81.9167000(22)     8.73(22)    
        83   82.919119(4)                   
        84   83.918465(16)                  
        85   84.922240(30)                  
        86   85.924271(17)                  
        87   86.928520(40)                  
        88   87.931420(50)                  
        89   88.93602(32)#                  
        90   89.93942(43)#                  
        91   90.94537(54)#                  
        92   91.94933(64)#                  
_________________________________________________________________________
35  Br  67   66.96479(54)#                    79.904(1)         
        68   67.95825(58)#                  
        69   68.95018(34)#                  
        70   69.94462(39)#                  
        71   70.93925(32)#                  
        72   71.93650(28)                   
        73   72.93179(14)                   
        74   73.929891(16)                  
        75   74.925776(15)                  
        76   75.924542(10)                  
        77   76.921380(3)                   
        78   77.921146(4)                   
        79   78.9183376(20)     50.69(7)    
        80   79.9185300(20)                 
        81   80.916291(3)       49.31(7)    
        82   81.916805(3)                   
        83   82.915180(5)                   
        84   83.916504(27)                  
        85   84.915608(21)                  
        86   85.918797(12)                  
        87   86.920711(19)                  
        88   87.924070(40)                  
        89   88.926390(60)                  
        90   89.930630(80)                  
        91   90.933970(80)                  
        92   91.939260(50)                  
        93   92.94310(32)#                  
        94   93.94868(43)#                  
_________________________________________________________________________
36  Kr  69   68.96532(54)#                    83.798(2)        g,m,a
        70   69.95601(43)#                  
        71   70.95051(32)#                  
        72   71.94191(29)                   
        73   72.93893(15)                   
        74   73.933260(60)                  
        75   74.931034(17)                  
        76   75.925948(11)                  
        77   76.924668(9)                   
        78   77.920386(7)       0.35(1)     
        79   78.920083(4)                   
        80   79.916378(4)       2.28(6)     
        81   80.916592(3)                   
        82   81.9134846(28)     11.58(14)   
        83   82.914136(3)       11.49(6)    
        84   83.911507(3)       57.00(4)    
        85   84.912527(3)                   
        86   85.9106103(12)     17.30(22)   
        87   86.9133543(14)                 
        88   87.914447(14)                  
        89   88.917630(60)                  
        90   89.919524(20)                  
        91   90.923440(60)                  
        92   91.926153(13)                  
        93   92.93127(11)                   
        94   93.93436(32)#                  
        95   94.93984(43)#                  
        96   95.94307(54)#                  
        97   96.94856(54)#                  
_________________________________________________________________________
37  Rb  71   70.96532(54)#                    85.4678(3)       g
        72   71.95908(54)#                  
        73   72.95037(52)#                  
        74   73.94447(77)                   
        75   74.938569(8)                   
        76   75.935071(8)                   
        77   76.930407(8)                   
        78   77.928141(8)                   
        79   78.923997(7)                   
        80   79.922519(8)                   
        81   80.918994(7)                   
        82   81.918208(8)                   
        83   82.915112(7)                   
        84   83.914385(3)                   
        85   84.9117893(25)     72.17(2)    
        86   85.9111671(25)                 
        87   86.9091835(27)     27.83(2)    
        88   87.911319(5)                   
        89   88.912280(6)                   
        90   89.914809(9)                   
        91   90.916534(9)                   
        92   91.919725(7)                   
        93   92.922033(8)                   
        94   93.926407(9)                   
        95   94.929319(21)                  
